instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_cluster
15119,2012-09-27,Winter,2012,September,3,No,Thursday,Working Day,Clear/Cloudy,24.599999999999998,28.79,78.0,0.0,0,7,7,Night
15120,2012-09-27,Winter,2012,September,4,No,Thursday,Working Day,Clear/Cloudy,22.96,26.515,94.0,8.9981,2,6,8,Night
15121,2012-09-27,Winter,2012,September,5,No,Thursday,Working Day,Clear/Cloudy,23.779999999999998,27.275,83.0,0.0,2,64,66,Night
15122,2012-09-27,Winter,2012,September,6,No,Thursday,Working Day,Clear/Cloudy,22.96,26.515,88.0,6.0032,5,164,169,Morning
15125,2012-09-27,Winter,2012,September,9,No,Thursday,Working Day,Clear/Cloudy,27.060000000000002,31.06,65.0,0.0,30,305,335,Morning
15126,2012-09-27,Winter,2012,September,10,No,Thursday,Working Day,Mist/Cloudy,28.7,32.574999999999996,51.0,19.0012,40,168,208,Morning
15127,2012-09-27,Winter,2012,September,11,No,Thursday,Working Day,Mist/Cloudy,29.52,33.335,51.0,11.0014,67,227,294,Morning
15128,2012-09-27,Winter,2012,September,12,No,Thursday,Working Day,Mist/Cloudy,30.34,33.335,48.0,8.9981,63,272,335,Afternoon
15129,2012-09-27,Winter,2012,September,13,No,Thursday,Working Day,Mist/Cloudy,30.34,33.335,48.0,0.0,61,265,326,Afternoon
15130,2012-09-27,Winter,2012,September,14,No,Thursday,Working Day,Mist/Cloudy,31.16,34.089999999999996,45.0,6.0032,44,214,258,Afternoon
15131,2012-09-27,Winter,2012,September,15,No,Thursday,Working Day,Mist/Cloudy,31.16,34.089999999999996,45.0,0.0,41,255,296,Afternoon
15132,2012-09-27,Winter,2012,September,16,No,Thursday,Working Day,Mist/Cloudy,29.52,33.335,57.99999999999999,22.0028,73,399,472,Afternoon
15136,2012-09-27,Winter,2012,September,20,No,Thursday,Working Day,Mist/Cloudy,26.240000000000002,30.305,69.0,15.001299999999999,45,412,457,Evening
15137,2012-09-27,Winter,2012,September,21,No,Thursday,Working Day,Light Snow/Rain,25.419999999999998,28.79,83.0,19.999499999999998,18,235,253,Evening
15138,2012-09-27,Winter,2012,September,22,No,Thursday,Working Day,Light Snow/Rain,25.419999999999998,28.79,83.0,19.999499999999998,2,45,47,Evening
15139,2012-09-27,Winter,2012,September,23,No,Thursday,Working Day,Light Snow/Rain,25.419999999999998,28.79,83.0,11.0014,1,44,45,Evening
15140,2012-09-28,Winter,2012,September,0,No,Friday,Working Day,Light Snow/Rain,24.599999999999998,27.275,88.0,11.0014,2,15,17,Night
15141,2012-09-28,Winter,2012,September,1,No,Friday,Working Day,Light Snow/Rain,24.599999999999998,27.275,88.0,0.0,0,13,13,Night
15142,2012-09-28,Winter,2012,September,2,No,Friday,Working Day,Light Snow/Rain,24.599999999999998,27.275,88.0,19.999499999999998,1,9,10,Night
15143,2012-09-28,Winter,2012,September,3,No,Friday,Working Day,Mist/Cloudy,24.599999999999998,28.03,83.0,8.9981,0,7,7,Night
15144,2012-09-28,Winter,2012,September,4,No,Friday,Working Day,Light Snow/Rain,22.96,26.515,88.0,7.0015,2,10,12,Night
15145,2012-09-28,Winter,2012,September,5,No,Friday,Working Day,Clear/Cloudy,22.96,26.515,88.0,0.0,1,37,38,Night
15146,2012-09-28,Winter,2012,September,6,No,Friday,Working Day,Mist/Cloudy,22.96,26.515,94.0,6.0032,2,136,138,Morning
15147,2012-09-28,Winter,2012,September,7,No,Friday,Working Day,Mist/Cloudy,22.96,26.515,94.0,0.0,10,384,394,Morning
15149,2012-09-28,Winter,2012,September,9,No,Friday,Working Day,Mist/Cloudy,25.419999999999998,28.79,83.0,7.0015,27,399,426,Morning
15150,2012-09-28,Winter,2012,September,10,No,Friday,Working Day,Mist/Cloudy,26.240000000000002,29.544999999999998,78.0,8.9981,51,194,245,Morning
15151,2012-09-28,Winter,2012,September,11,No,Friday,Working Day,Mist/Cloudy,27.060000000000002,31.06,69.0,0.0,109,252,361,Morning
15152,2012-09-28,Winter,2012,September,12,No,Friday,Working Day,Mist/Cloudy,28.7,32.574999999999996,54.0,16.997899999999998,94,286,380,Afternoon
15153,2012-09-28,Winter,2012,September,13,No,Friday,Working Day,Mist/Cloudy,28.7,32.574999999999996,51.0,16.997899999999998,106,304,410,Afternoon
15154,2012-09-28,Winter,2012,September,14,No,Friday,Working Day,Mist/Cloudy,28.7,32.574999999999996,54.0,16.997899999999998,105,294,399,Afternoon
15155,2012-09-28,Winter,2012,September,15,No,Friday,Working Day,Mist/Cloudy,27.880000000000003,31.819999999999997,54.0,19.0012,104,288,392,Afternoon
15156,2012-09-28,Winter,2012,September,16,No,Friday,Working Day,Mist/Cloudy,27.060000000000002,31.06,50.0,15.001299999999999,83,419,502,Afternoon
15160,2012-09-28,Winter,2012,September,20,No,Friday,Working Day,Light Snow/Rain,24.599999999999998,31.06,53.0,11.0014,32,304,336,Evening
15161,2012-09-28,Winter,2012,September,21,No,Friday,Working Day,Light Snow/Rain,24.599999999999998,31.06,53.0,12.998000000000001,32,205,237,Evening
15162,2012-09-28,Winter,2012,September,22,No,Friday,Working Day,Mist/Cloudy,23.779999999999998,27.275,53.0,15.001299999999999,30,190,220,Evening
15163,2012-09-28,Winter,2012,September,23,No,Friday,Working Day,Mist/Cloudy,22.96,26.515,56.00000000000001,12.998000000000001,26,164,190,Evening
15164,2012-09-29,Winter,2012,September,0,No,Saturday,Weekend/Holiday,Clear/Cloudy,22.14,25.759999999999998,60.0,15.001299999999999,15,134,149,Night
15165,2012-09-29,Winter,2012,September,1,No,Saturday,Weekend/Holiday,Clear/Cloudy,22.14,25.759999999999998,60.0,15.001299999999999,12,89,101,Night
15166,2012-09-29,Winter,2012,September,2,No,Saturday,Weekend/Holiday,Mist/Cloudy,22.14,25.759999999999998,56.00000000000001,15.001299999999999,12,80,92,Night
15167,2012-09-29,Winter,2012,September,3,No,Saturday,Weekend/Holiday,Mist/Cloudy,21.32,25.0,59.0,12.998000000000001,4,25,29,Night
15168,2012-09-29,Winter,2012,September,4,No,Saturday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,59.0,16.997899999999998,6,8,14,Night
15169,2012-09-29,Winter,2012,September,5,No,Saturday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,63.0,12.998000000000001,2,13,15,Night
15170,2012-09-29,Winter,2012,September,6,No,Saturday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,63.0,16.997899999999998,4,33,37,Morning
15171,2012-09-29,Winter,2012,September,7,No,Saturday,Weekend/Holiday,Clear/Cloudy,19.68,23.485,67.0,19.0012,12,61,73,Morning
15172,2012-09-29,Winter,2012,September,8,No,Saturday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,68.0,19.0012,37,174,211,Morning
15173,2012-09-29,Winter,2012,September,9,No,Saturday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,63.0,12.998000000000001,69,263,332,Morning
15184,2012-09-29,Winter,2012,September,20,No,Saturday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,55.00000000000001,12.998000000000001,88,227,315,Evening
15185,2012-09-29,Winter,2012,September,21,No,Saturday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,55.00000000000001,8.9981,73,219,292,Evening
15186,2012-09-29,Winter,2012,September,22,No,Saturday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,63.0,7.0015,48,173,221,Evening
15187,2012-09-29,Winter,2012,September,23,No,Saturday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,59.0,6.0032,35,161,196,Evening
15188,2012-09-30,Winter,2012,September,0,No,Sunday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,59.0,0.0,35,112,147,Night
15189,2012-09-30,Winter,2012,September,1,No,Sunday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,59.0,0.0,31,85,116,Night
15190,2012-09-30,Winter,2012,September,2,No,Sunday,Weekend/Holiday,Clear/Cloudy,19.68,23.485,63.0,0.0,21,71,92,Night
15191,2012-09-30,Winter,2012,September,3,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,67.0,6.0032,17,41,58,Night
15192,2012-09-30,Winter,2012,September,4,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,67.0,6.0032,1,6,7,Night
15193,2012-09-30,Winter,2012,September,5,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,72.0,0.0,1,9,10,Night
15194,2012-09-30,Winter,2012,September,6,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,72.0,6.0032,2,20,22,Morning
15195,2012-09-30,Winter,2012,September,7,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,77.0,0.0,14,43,57,Morning
15196,2012-09-30,Winter,2012,September,8,No,Sunday,Weekend/Holiday,Clear/Cloudy,19.68,23.485,67.0,7.0015,18,126,144,Morning
15197,2012-09-30,Winter,2012,September,9,No,Sunday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,63.0,7.0015,74,211,285,Morning
15206,2012-09-30,Winter,2012,September,18,No,Sunday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,59.0,30.002599999999997,91,310,401,Evening
15207,2012-09-30,Winter,2012,September,19,No,Sunday,Weekend/Holiday,Light Snow/Rain,20.5,24.240000000000002,72.0,8.9981,34,223,257,Evening
15208,2012-09-30,Winter,2012,September,20,No,Sunday,Weekend/Holiday,Light Snow/Rain,20.5,24.240000000000002,72.0,8.9981,31,163,194,Evening
15209,2012-09-30,Winter,2012,September,21,No,Sunday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,68.0,0.0,19,104,123,Evening
15210,2012-09-30,Winter,2012,September,22,No,Sunday,Weekend/Holiday,Clear/Cloudy,19.68,23.485,72.0,0.0,15,76,91,Evening
15211,2012-09-30,Winter,2012,September,23,No,Sunday,Weekend/Holiday,Clear/Cloudy,19.68,23.485,72.0,6.0032,8,49,57,Evening
15212,2012-10-01,Winter,2012,October,0,No,Monday,Working Day,Clear/Cloudy,18.86,22.725,72.0,7.0015,6,39,45,Night
15213,2012-10-01,Winter,2012,October,1,No,Monday,Working Day,Clear/Cloudy,18.04,21.97,77.0,6.0032,5,13,18,Night
15214,2012-10-01,Winter,2012,October,2,No,Monday,Working Day,Clear/Cloudy,18.86,22.725,72.0,0.0,6,6,12,Night
15215,2012-10-01,Winter,2012,October,3,No,Monday,Working Day,Clear/Cloudy,18.04,21.97,77.0,0.0,1,6,7,Night
15216,2012-10-01,Winter,2012,October,4,No,Monday,Working Day,Clear/Cloudy,17.22,21.21,82.0,7.0015,0,10,10,Night
15217,2012-10-01,Winter,2012,October,5,No,Monday,Working Day,Clear/Cloudy,18.04,21.97,77.0,0.0,2,34,36,Night
15218,2012-10-01,Winter,2012,October,6,No,Monday,Working Day,Clear/Cloudy,18.04,21.97,77.0,7.0015,8,147,155,Morning
15221,2012-10-01,Winter,2012,October,9,No,Monday,Working Day,Mist/Cloudy,21.32,25.0,63.0,0.0,26,314,340,Morning
15222,2012-10-01,Winter,2012,October,10,No,Monday,Working Day,Clear/Cloudy,22.14,25.759999999999998,56.00000000000001,0.0,44,135,179,Morning
15223,2012-10-01,Winter,2012,October,11,No,Monday,Working Day,Clear/Cloudy,23.779999999999998,27.275,46.0,0.0,76,196,272,Morning
15224,2012-10-01,Winter,2012,October,12,No,Monday,Working Day,Mist/Cloudy,24.599999999999998,31.06,43.0,11.0014,61,262,323,Afternoon
15225,2012-10-01,Winter,2012,October,13,No,Monday,Working Day,Mist/Cloudy,24.599999999999998,31.06,43.0,11.0014,80,225,305,Afternoon
15226,2012-10-01,Winter,2012,October,14,No,Monday,Working Day,Mist/Cloudy,24.599999999999998,31.06,43.0,7.0015,51,193,244,Afternoon
15227,2012-10-01,Winter,2012,October,15,No,Monday,Working Day,Mist/Cloudy,25.419999999999998,31.06,43.0,8.9981,95,234,329,Afternoon
15228,2012-10-01,Winter,2012,October,16,No,Monday,Working Day,Mist/Cloudy,25.419999999999998,31.06,46.0,16.997899999999998,51,408,459,Afternoon
15232,2012-10-01,Winter,2012,October,20,No,Monday,Working Day,Light Snow/Rain,22.14,25.759999999999998,68.0,0.0,11,251,262,Evening
15233,2012-10-01,Winter,2012,October,21,No,Monday,Working Day,Mist/Cloudy,22.14,25.759999999999998,73.0,8.9981,13,205,218,Evening
15234,2012-10-01,Winter,2012,October,22,No,Monday,Working Day,Light Snow/Rain,22.14,25.759999999999998,77.0,6.0032,17,190,207,Evening
15235,2012-10-01,Winter,2012,October,23,No,Monday,Working Day,Light Snow/Rain,22.14,25.759999999999998,77.0,0.0,17,88,105,Evening
15236,2012-10-02,Winter,2012,October,0,No,Tuesday,Working Day,Mist/Cloudy,22.96,26.515,73.0,0.0,1,30,31,Night
15237,2012-10-02,Winter,2012,October,1,No,Tuesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,77.0,7.0015,0,11,11,Night
15238,2012-10-02,Winter,2012,October,2,No,Tuesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,77.0,7.0015,0,2,2,Night
15239,2012-10-02,Winter,2012,October,3,No,Tuesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,88.0,12.998000000000001,1,4,5,Night
15240,2012-10-02,Winter,2012,October,4,No,Tuesday,Working Day,Mist/Cloudy,22.96,26.515,83.0,6.0032,2,8,10,Night
15241,2012-10-02,Winter,2012,October,5,No,Tuesday,Working Day,Mist/Cloudy,22.96,26.515,83.0,8.9981,1,42,43,Night
15242,2012-10-02,Winter,2012,October,6,No,Tuesday,Working Day,Light Snow/Rain,23.779999999999998,27.275,83.0,7.0015,3,176,179,Morning
15243,2012-10-02,Winter,2012,October,7,No,Tuesday,Working Day,Light Snow/Rain,23.779999999999998,27.275,83.0,7.0015,4,256,260,Morning
15244,2012-10-02,Winter,2012,October,8,No,Tuesday,Working Day,Light Snow/Rain,24.599999999999998,27.275,88.0,0.0,6,128,134,Morning
15245,2012-10-02,Winter,2012,October,9,No,Tuesday,Working Day,Light Snow/Rain,23.779999999999998,27.275,88.0,8.9981,3,83,86,Morning
15246,2012-10-02,Winter,2012,October,10,No,Tuesday,Working Day,Light Snow/Rain,23.779999999999998,27.275,88.0,8.9981,3,42,45,Morning
15247,2012-10-02,Winter,2012,October,11,No,Tuesday,Working Day,Light Snow/Rain,23.779999999999998,27.275,94.0,8.9981,7,92,99,Morning
15248,2012-10-02,Winter,2012,October,12,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,27.275,88.0,12.998000000000001,6,98,104,Afternoon
15249,2012-10-02,Winter,2012,October,13,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,27.275,88.0,8.9981,6,148,154,Afternoon
15250,2012-10-02,Winter,2012,October,14,No,Tuesday,Working Day,Light Snow/Rain,24.599999999999998,27.275,88.0,8.9981,16,147,163,Afternoon
15251,2012-10-02,Winter,2012,October,15,No,Tuesday,Working Day,Light Snow/Rain,25.419999999999998,28.79,83.0,8.9981,14,195,209,Afternoon
15252,2012-10-02,Winter,2012,October,16,No,Tuesday,Working Day,Light Snow/Rain,25.419999999999998,28.03,88.0,8.9981,46,328,374,Afternoon
15255,2012-10-02,Winter,2012,October,19,No,Tuesday,Working Day,Light Snow/Rain,25.419999999999998,27.275,94.0,0.0,27,368,395,Evening
15256,2012-10-02,Winter,2012,October,20,No,Tuesday,Working Day,Light Snow/Rain,25.419999999999998,27.275,94.0,8.9981,20,286,306,Evening
15257,2012-10-02,Winter,2012,October,21,No,Tuesday,Working Day,Light Snow/Rain,25.419999999999998,27.275,94.0,7.0015,24,265,289,Evening
15258,2012-10-02,Winter,2012,October,22,No,Tuesday,Working Day,Mist/Cloudy,25.419999999999998,27.275,94.0,7.0015,28,212,240,Evening
15259,2012-10-02,Winter,2012,October,23,No,Tuesday,Working Day,Mist/Cloudy,25.419999999999998,27.275,94.0,0.0,11,87,98,Evening
15260,2012-10-03,Winter,2012,October,0,No,Wednesday,Working Day,Light Snow/Rain,25.419999999999998,27.275,94.0,0.0,5,47,52,Night
15261,2012-10-03,Winter,2012,October,1,No,Wednesday,Working Day,Mist/Cloudy,25.419999999999998,27.275,94.0,0.0,3,16,19,Night
15262,2012-10-03,Winter,2012,October,2,No,Wednesday,Working Day,Mist/Cloudy,25.419999999999998,27.275,94.0,0.0,2,7,9,Night
15263,2012-10-03,Winter,2012,October,3,No,Wednesday,Working Day,Mist/Cloudy,24.599999999999998,25.759999999999998,94.0,0.0,0,7,7,Night
15264,2012-10-03,Winter,2012,October,4,No,Wednesday,Working Day,Mist/Cloudy,24.599999999999998,25.0,100.0,0.0,2,9,11,Night
15265,2012-10-03,Winter,2012,October,5,No,Wednesday,Working Day,Mist/Cloudy,25.419999999999998,27.275,94.0,7.0015,2,32,34,Night
15266,2012-10-03,Winter,2012,October,6,No,Wednesday,Working Day,Mist/Cloudy,24.599999999999998,25.759999999999998,94.0,8.9981,4,173,177,Morning
15269,2012-10-03,Winter,2012,October,9,No,Wednesday,Working Day,Mist/Cloudy,25.419999999999998,28.79,83.0,12.998000000000001,30,332,362,Morning
15270,2012-10-03,Winter,2012,October,10,No,Wednesday,Working Day,Clear/Cloudy,27.060000000000002,30.305,78.0,11.0014,29,146,175,Morning
15271,2012-10-03,Winter,2012,October,11,No,Wednesday,Working Day,Clear/Cloudy,27.060000000000002,30.305,78.0,11.0014,52,178,230,Morning
15272,2012-10-03,Winter,2012,October,12,No,Wednesday,Working Day,Mist/Cloudy,28.7,32.574999999999996,70.0,7.0015,69,289,358,Afternoon
15273,2012-10-03,Winter,2012,October,13,No,Wednesday,Working Day,Mist/Cloudy,28.7,33.335,74.0,7.0015,55,224,279,Afternoon
15274,2012-10-03,Winter,2012,October,14,No,Wednesday,Working Day,Mist/Cloudy,29.52,34.089999999999996,70.0,11.0014,56,195,251,Afternoon
15275,2012-10-03,Winter,2012,October,15,No,Wednesday,Working Day,Mist/Cloudy,29.52,34.089999999999996,62.0,11.0014,59,260,319,Afternoon
15276,2012-10-03,Winter,2012,October,16,No,Wednesday,Working Day,Mist/Cloudy,29.52,33.335,57.99999999999999,0.0,42,436,478,Afternoon
15280,2012-10-03,Winter,2012,October,20,No,Wednesday,Working Day,Clear/Cloudy,28.7,32.574999999999996,65.0,0.0,48,449,497,Evening
15281,2012-10-03,Winter,2012,October,21,No,Wednesday,Working Day,Mist/Cloudy,27.060000000000002,31.06,74.0,0.0,14,195,209,Evening
15282,2012-10-03,Winter,2012,October,22,No,Wednesday,Working Day,Clear/Cloudy,27.060000000000002,31.06,74.0,0.0,9,232,241,Evening
15283,2012-10-03,Winter,2012,October,23,No,Wednesday,Working Day,Mist/Cloudy,27.060000000000002,30.305,78.0,0.0,21,199,220,Evening
15284,2012-10-04,Winter,2012,October,0,No,Thursday,Working Day,Light Snow/Rain,26.240000000000002,28.79,89.0,0.0,11,65,76,Night
15285,2012-10-04,Winter,2012,October,1,No,Thursday,Working Day,Mist/Cloudy,25.419999999999998,27.275,94.0,0.0,2,23,25,Night
15286,2012-10-04,Winter,2012,October,2,No,Thursday,Working Day,Clear/Cloudy,26.240000000000002,28.79,89.0,0.0,3,10,13,Night
15287,2012-10-04,Winter,2012,October,3,No,Thursday,Working Day,Mist/Cloudy,25.419999999999998,28.03,88.0,0.0,5,6,11,Night
15288,2012-10-04,Winter,2012,October,4,No,Thursday,Working Day,Mist/Cloudy,26.240000000000002,28.79,89.0,0.0,0,10,10,Night
15289,2012-10-04,Winter,2012,October,5,No,Thursday,Working Day,Light Snow/Rain,26.240000000000002,28.79,89.0,7.0015,2,37,39,Night
15290,2012-10-04,Winter,2012,October,6,No,Thursday,Working Day,Light Snow/Rain,25.419999999999998,27.275,94.0,6.0032,1,132,133,Morning
15291,2012-10-04,Winter,2012,October,7,No,Thursday,Working Day,Mist/Cloudy,26.240000000000002,28.79,89.0,6.0032,12,379,391,Morning
15293,2012-10-04,Winter,2012,October,9,No,Thursday,Working Day,Mist/Cloudy,26.240000000000002,28.79,89.0,12.998000000000001,40,319,359,Morning
15294,2012-10-04,Winter,2012,October,10,No,Thursday,Working Day,Mist/Cloudy,27.060000000000002,30.305,83.0,8.9981,27,150,177,Morning
15295,2012-10-04,Winter,2012,October,11,No,Thursday,Working Day,Mist/Cloudy,28.7,32.574999999999996,70.0,7.0015,38,176,214,Morning
15296,2012-10-04,Winter,2012,October,12,No,Thursday,Working Day,Mist/Cloudy,29.52,33.335,54.0,12.998000000000001,57,231,288,Afternoon
15297,2012-10-04,Winter,2012,October,13,No,Thursday,Working Day,Mist/Cloudy,29.52,33.335,57.99999999999999,22.0028,63,231,294,Afternoon
15298,2012-10-04,Winter,2012,October,14,No,Thursday,Working Day,Clear/Cloudy,28.7,32.574999999999996,61.0,16.997899999999998,56,211,267,Afternoon
15299,2012-10-04,Winter,2012,October,15,No,Thursday,Working Day,Clear/Cloudy,29.52,33.335,54.0,19.0012,77,248,325,Afternoon
15300,2012-10-04,Winter,2012,October,16,No,Thursday,Working Day,Clear/Cloudy,28.7,32.574999999999996,54.0,19.0012,86,411,497,Afternoon
15304,2012-10-04,Winter,2012,October,20,No,Thursday,Working Day,Clear/Cloudy,26.240000000000002,30.305,65.0,7.0015,50,391,441,Evening
15305,2012-10-04,Winter,2012,October,21,No,Thursday,Working Day,Clear/Cloudy,25.419999999999998,30.305,69.0,0.0,33,288,321,Evening
15306,2012-10-04,Winter,2012,October,22,No,Thursday,Working Day,Clear/Cloudy,26.240000000000002,31.06,47.0,8.9981,29,203,232,Evening
15307,2012-10-04,Winter,2012,October,23,No,Thursday,Working Day,Clear/Cloudy,24.599999999999998,31.06,56.00000000000001,6.0032,18,137,155,Evening
15308,2012-10-05,Winter,2012,October,0,No,Friday,Working Day,Clear/Cloudy,22.96,26.515,73.0,0.0,16,86,102,Night
15309,2012-10-05,Winter,2012,October,1,No,Friday,Working Day,Clear/Cloudy,22.14,25.759999999999998,68.0,7.0015,3,43,46,Night
15310,2012-10-05,Winter,2012,October,2,No,Friday,Working Day,Clear/Cloudy,22.14,25.759999999999998,73.0,6.0032,1,10,11,Night
15311,2012-10-05,Winter,2012,October,3,No,Friday,Working Day,Clear/Cloudy,22.14,25.759999999999998,73.0,0.0,5,11,16,Night
15312,2012-10-05,Winter,2012,October,4,No,Friday,Working Day,Clear/Cloudy,22.14,25.759999999999998,77.0,0.0,0,11,11,Night
15313,2012-10-05,Winter,2012,October,5,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,77.0,0.0,0,41,41,Night
15314,2012-10-05,Winter,2012,October,6,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,83.0,0.0,4,133,137,Morning
15315,2012-10-05,Winter,2012,October,7,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,83.0,7.0015,11,417,428,Morning
15317,2012-10-05,Winter,2012,October,9,No,Friday,Working Day,Clear/Cloudy,24.599999999999998,30.305,60.0,6.0032,58,326,384,Morning
